date|vcName|component|pid|boot_time_in_sec|last_started_at|last_triggered_at
1563347474.642|cloud02-w3.stls.local|com.vmware.h5.storage-ui:6.0.0|36141|0|2019-07-17 07:11:14.644|2019-07-17 07:11:14.642
1563347474.781|cloud02-w3.stls.local|com.vmware.h5.tagging-ui:6.9.1.10000|36141|0|2019-07-17 07:11:14.781|2019-07-17 07:11:14.781
1563347474.822|cloud02-w3.stls.local|com.vmware.eam.ui.eam-service:6.9.1.10000|36141|0|2019-07-17 07:11:14.823|2019-07-17 07:11:14.822
1563347474.824|cloud02-w3.stls.local|com.vmware.h5.poweractions-ui:6.9.1.10000|36141|0|2019-07-17 07:11:14.825|2019-07-17 07:11:14.824
1563347474.846|cloud02-w3.stls.local|com.vmware.h5.network-ui:6.0.0|36141|0|2019-07-17 07:11:14.847|2019-07-17 07:11:14.846
1563347474.944|cloud02-w3.stls.local|com.vmware.h5.devcenter-ui:6.9.1.10000|36141|0|2019-07-17 07:11:14.946|2019-07-17 07:11:14.944
1563347474.959|cloud02-w3.stls.local|com.vmware.h5.codecapture-ui:6.9.1.10000|36141|0|2019-07-17 07:11:14.960|2019-07-17 07:11:14.959
1563347474.97|cloud02-w3.stls.local|com.vmware.h5.wcp-ui:6.0.0|36141|0|2019-07-17 07:11:14.971|2019-07-17 07:11:14.970
1563347475.449|cloud02-w3.stls.local|com.vmware.h5.cluster-ui:6.9.1.10000|36141|0|2019-07-17 07:11:15.455|2019-07-17 07:11:15.449
1563347475.733|cloud02-w3.stls.local|com.vmware.h5.admin-ui:6.9.1.10000|36141|0|2019-07-17 07:11:15.734|2019-07-17 07:11:15.733
1563347475.755|cloud02-w3.stls.local|com.vmware.h5.dvs-ui:6.9.1.10000|36141|0|2019-07-17 07:11:15.761|2019-07-17 07:11:15.755
1563347475.917|cloud02-w3.stls.local|com.vmware.h5.computepolicy-ui:6.0.0|36141|0|2019-07-17 07:11:15.918|2019-07-17 07:11:15.917
1563347475.933|cloud02-w3.stls.local|com.vmware.h5.autodeploy-ui:6.9.1.10000|36141|0|2019-07-17 07:11:15.934|2019-07-17 07:11:15.933
1563347475.971|cloud02-w3.stls.local|com.vmware.h5.ds-cluster-ui:6.9.1.10000|36141|0|2019-07-17 07:11:15.974|2019-07-17 07:11:15.971
1563347476.053|cloud02-w3.stls.local|com.vmware.h5.folder-ui:6.0.0|36141|0|2019-07-17 07:11:16.054|2019-07-17 07:11:16.053
1563347476.175|cloud02-w3.stls.local|com.vmware.h5.hostprofile-ui:6.9.1.10000|36141|0|2019-07-17 07:11:16.176|2019-07-17 07:11:16.175
1563347476.217|cloud02-w3.stls.local|com.vmware.h5.license-lib-ui:6.9.1.10000|36141|0|2019-07-17 07:11:16.226|2019-07-17 07:11:16.217
1563347476.238|cloud02-w3.stls.local|com.vmware.h5.spbm-ui:6.0.0|36141|0|2019-07-17 07:11:16.242|2019-07-17 07:11:16.238
1563347476.274|cloud02-w3.stls.local|com.vmware.vsphere.client.h5.perspectiveservice:6.9.1.10000|36141|0|2019-07-17 07:11:16.276|2019-07-17 07:11:16.274
1563347476.276|cloud02-w3.stls.local|com.vmware.h5.vapp-ui:6.0.0|36141|0|2019-07-17 07:11:16.277|2019-07-17 07:11:16.276
1563347476.338|cloud02-w3.stls.local|com.vmware.h5.license-ui:6.9.1.10000|36141|0|2019-07-17 07:11:16.339|2019-07-17 07:11:16.338
1563347476.361|cloud02-w3.stls.local|com.vmware.h5.dashboard-lite-ui:6.9.1.10000|36141|0|2019-07-17 07:11:16.364|2019-07-17 07:11:16.361
1563347476.39|cloud02-w3.stls.local|com.vmware.h5.host-ui:6.0.0|36141|0|2019-07-17 07:11:16.391|2019-07-17 07:11:16.390
1563347476.469|cloud02-w3.stls.local|com.vmware.h5.vm-ui:6.0.0|36141|0|2019-07-17 07:11:16.472|2019-07-17 07:11:16.469
1563347477.295|cloud02-w3.stls.local|com.vmware.opsmgmt.client.opsmgmtcommons:6.9.1.10000|36141|0|2019-07-17 07:11:17.296|2019-07-17 07:11:17.295
1563347477.297|cloud02-w3.stls.local|com.vmware.opsmgmt.client.alarmserviceapi:6.9.1.10000|36141|0|2019-07-17 07:11:17.297|2019-07-17 07:11:17.297
1563347477.297|cloud02-w3.stls.local|com.vmware.opsmgmt.client.advperfchartsservice:6.9.1.10000|36141|0|2019-07-17 07:11:17.298|2019-07-17 07:11:17.297
1563347477.299|cloud02-w3.stls.local|com.vmware.opsmgmt.client.eventservice:6.9.1.10000|36141|0|2019-07-17 07:11:17.303|2019-07-17 07:11:17.299
1563347477.303|cloud02-w3.stls.local|com.vmware.opsmgmt.client.h5.advperfcharts-ui:6.9.1.10000|36141|0|2019-07-17 07:11:17.304|2019-07-17 07:11:17.303
1563347477.329|cloud02-w3.stls.local|com.vmware.opsmgmt.client.opsmgmtservice:6.9.1.10000|36141|0|2019-07-17 07:11:17.329|2019-07-17 07:11:17.329
1563347477.33|cloud02-w3.stls.local|com.vmware.opsmgmt.client.alarmservice:6.9.1.10000|36141|0|2019-07-17 07:11:17.331|2019-07-17 07:11:17.330
1563347478.963|cloud02-w3.stls.local|com.vmware.vsphere.vmodl2.trustmanagement:6.9.1.10000|36141|0|2019-07-17 07:11:18.965|2019-07-17 07:11:18.963
1563347478.965|cloud02-w3.stls.local|com.vmware.cis.vmodl:6.9.1.10000|36141|0|2019-07-17 07:11:18.966|2019-07-17 07:11:18.965
1563347478.967|cloud02-w3.stls.local|com.vmware.vsphere.client.sso.admin:6.9.1.10000|36141|0|2019-07-17 07:11:18.968|2019-07-17 07:11:18.967
1563347478.969|cloud02-w3.stls.local|com.vmware.certificates.client.h5.certificate-ui:6.9.1.10000|36141|0|2019-07-17 07:11:18.969|2019-07-17 07:11:18.969
1563347480.778|cloud02-w3.stls.local|com.vmware.h5.pscui:6.9.1.10000|36141|0|2019-07-17 07:11:20.787|2019-07-17 07:11:20.778
1563347480.869|cloud02-w3.stls.local|org.apache.santuario.xmlsec:2.0.8|36141|0|2019-07-17 07:11:20.871|2019-07-17 07:11:20.869
1563347480.872|cloud02-w3.stls.local|com.vmware.cis.data.adapters:1.0.0|36141|0|2019-07-17 07:11:20.873|2019-07-17 07:11:20.872
1563347480.874|cloud02-w3.stls.local|com.springsource.org.jdom:1.0.0|36141|0|2019-07-17 07:11:20.875|2019-07-17 07:11:20.874
1563347480.875|cloud02-w3.stls.local|com.vmware.vsphere.vmodl2.tokenservice:6.9.1.10000|36141|0|2019-07-17 07:11:20.876|2019-07-17 07:11:20.875
1563347480.876|cloud02-w3.stls.local|com.vmware.ds.provider.vmomi.vmodl:1.0.0|36141|0|2019-07-17 07:11:20.877|2019-07-17 07:11:20.876
1563347480.878|cloud02-w3.stls.local|org.cryptacular:1.2.3|36141|0|2019-07-17 07:11:20.878|2019-07-17 07:11:20.878
1563347480.879|cloud02-w3.stls.local|com.vmware.vapi.cis.bundles:2.0.0|36141|0|2019-07-17 07:11:20.880|2019-07-17 07:11:20.879
1563347480.881|cloud02-w3.stls.local|com.vmware.ds.provider.vapi.vmodl:1.0.0|36141|0|2019-07-17 07:11:20.882|2019-07-17 07:11:20.881
1563347480.882|cloud02-w3.stls.local|org.springframework.retry:1.2.2.RELEASE|36141|0|2019-07-17 07:11:20.883|2019-07-17 07:11:20.882
1563347480.883|cloud02-w3.stls.local|com.vmware.cis.data.vmodl:1.0.0|36141|0|2019-07-17 07:11:20.884|2019-07-17 07:11:20.883
1563347480.888|cloud02-w3.stls.local|com.vmware.websso.client:1.0.0|36141|0|2019-07-17 07:11:20.891|2019-07-17 07:11:20.888
1563347480.892|cloud02-w3.stls.local|com.fasterxml.jackson.datatype.jackson-datatype-jsr310:2.9.8|36141|0|2019-07-17 07:11:20.893|2019-07-17 07:11:20.892
1563347480.893|cloud02-w3.stls.local|org.apache.velocity:1.7.0|36141|0|2019-07-17 07:11:20.894|2019-07-17 07:11:20.893
1563347480.895|cloud02-w3.stls.local|org.apache.servicemix.bundles.opensaml:3.2.0.2|36141|0|2019-07-17 07:11:20.902|2019-07-17 07:11:20.895
1563347480.907|cloud02-w3.stls.local|com.vmware.cis.services.tagging-vmodl2:6.9.1.10000|36141|0|2019-07-17 07:11:20.910|2019-07-17 07:11:20.907
1563347480.911|cloud02-w3.stls.local|com.vmware.vapi.cis.inventoryservice:2.0.0|36141|0|2019-07-17 07:11:20.911|2019-07-17 07:11:20.911
1563347480.911|cloud02-w3.stls.local|com.vmware.cdc.vapi.bindings:1.0.0|36141|0|2019-07-17 07:11:20.912|2019-07-17 07:11:20.911
1563347480.912|cloud02-w3.stls.local|com.vmware.oauth2common:6.9.1.10000|36141|0|2019-07-17 07:11:20.913|2019-07-17 07:11:20.912
1563347480.913|cloud02-w3.stls.local|com.vmware.cis.services.ds:6.9.1.10000|36141|0|2019-07-17 07:11:20.925|2019-07-17 07:11:20.913
1563347480.926|cloud02-w3.stls.local|com.vmware.vcenter.apigw:6.9.1.10000|36141|0|2019-07-17 07:11:20.929|2019-07-17 07:11:20.926
1563347480.95|cloud02-w3.stls.local|com.vmware.ph.platform.ph-api-client:2.0.0|36141|0|2019-07-17 07:11:20.962|2019-07-17 07:11:20.950
1563347480.964|cloud02-w3.stls.local|com.vmware.ph.platform.gc.bindings:2.0.0|36141|0|2019-07-17 07:11:20.965|2019-07-17 07:11:20.964
1563347480.965|cloud02-w3.stls.local|com.vmware.sms.vmodl:1.0.0|36141|0|2019-07-17 07:11:20.966|2019-07-17 07:11:20.965
1563347480.967|cloud02-w3.stls.local|com.vmware.ph.services.collector:6.9.1.10000|36141|0|2019-07-17 07:11:20.968|2019-07-17 07:11:20.967
1563347480.969|cloud02-w3.stls.local|com.vmware.pbm.vmodl:1.0.0|36141|0|2019-07-17 07:11:20.970|2019-07-17 07:11:20.969
1563347480.971|cloud02-w3.stls.local|com.vmware.appliance.vmodl:6.9.1.10000|36141|0|2019-07-17 07:11:20.975|2019-07-17 07:11:20.971
1563347480.979|cloud02-w3.stls.local|com.vmware.vsphere.client.ceip.ceip-service:6.9.1.10000|36141|0|2019-07-17 07:11:20.982|2019-07-17 07:11:20.979
1563347480.983|cloud02-w3.stls.local|com.vmware.h5.ceip:6.9.1.10000|36141|0|2019-07-17 07:11:20.984|2019-07-17 07:11:20.983
1563347481.007|cloud02-w3.stls.local|org.apache.commons.beanutils:1.9.3|36141|0|2019-07-17 07:11:21.008|2019-07-17 07:11:21.007
1563347481.009|cloud02-w3.stls.local|net.sf.jasperreports.engine:4.0.1|36141|0|2019-07-17 07:11:21.013|2019-07-17 07:11:21.009
1563347481.014|cloud02-w3.stls.local|com.vmware.vsphere.client.servercommon:6.9.1.10000|36141|0|2019-07-17 07:11:21.015|2019-07-17 07:11:21.014
1563347481.015|cloud02-w3.stls.local|com.springsource.org.apache.commons.digester:1.8.0|36141|0|2019-07-17 07:11:21.016|2019-07-17 07:11:21.015
1563347481.017|cloud02-w3.stls.local|org.apache.commons.net:3.6.0|36141|0|2019-07-17 07:11:21.019|2019-07-17 07:11:21.017
1563347481.02|cloud02-w3.stls.local|com.vmware.ph.platform.stand.ph-gss-uploader:2.0.0|36141|0|2019-07-17 07:11:21.021|2019-07-17 07:11:21.020
1563347481.021|cloud02-w3.stls.local|com.vmware.h5.srupload:6.9.1.10000|36141|0|2019-07-17 07:11:21.022|2019-07-17 07:11:21.021
1563347491.769|cloud02-w3.stls.local|jackson-mapper-asl:1.9.13|36141|0|2019-07-17 07:11:31.772|2019-07-17 07:11:31.769
1563347491.773|cloud02-w3.stls.local|jackson-core-asl:1.9.13|36141|0|2019-07-17 07:11:31.774|2019-07-17 07:11:31.773
1563347491.774|cloud02-w3.stls.local|com.vmware.vsan.vmodl:1.0.0|36141|0|2019-07-17 07:11:31.776|2019-07-17 07:11:31.774
1563347491.776|cloud02-w3.stls.local|com.vmware.vsandp.vmodl:1.0.0|36141|0|2019-07-17 07:11:31.778|2019-07-17 07:11:31.776
1563347491.779|cloud02-w3.stls.local|com.vmware.vsan.client.h5-vsan-service:6.5.0.14159086-main|36141|0|2019-07-17 07:11:31.782|2019-07-17 07:11:31.779
1563347491.784|cloud02-w3.stls.local|com.vmware.vsan.client.h5-vsan-context:6.5.0.14159086-main|36141|0|2019-07-17 07:11:31.784|2019-07-17 07:11:31.784
1563347491.785|cloud02-w3.stls.local|com.vmware.vsan.client.h5-vsan-ui:6.5.0|36141|0|2019-07-17 07:11:31.786|2019-07-17 07:11:31.785
1563347505.884|cloud02-w3.stls.local|org.springframework.messaging:4.3.24.RELEASE|36141|0|2019-07-17 07:11:45.885|2019-07-17 07:11:45.884
1563347505.886|cloud02-w3.stls.local|org.springframework.jms:4.3.24.RELEASE|36141|0|2019-07-17 07:11:45.886|2019-07-17 07:11:45.886
1563347505.887|cloud02-w3.stls.local|org.reactivestreams.reactive-streams:1.0.2|36141|0|2019-07-17 07:11:45.887|2019-07-17 07:11:45.887
1563347505.887|cloud02-w3.stls.local|org.springframework.flex.core:1.5.2.RELEASE|36141|0|2019-07-17 07:11:45.888|2019-07-17 07:11:45.887
1563347505.888|cloud02-w3.stls.local|com.vmware.vshield.service.dto:1.0.0|36141|0|2019-07-17 07:11:45.891|2019-07-17 07:11:45.888
1563347505.902|cloud02-w3.stls.local|com.vmware.vshield.operations.dto:1.0.0|36141|0|2019-07-17 07:11:45.903|2019-07-17 07:11:45.902
1563347505.904|cloud02-w3.stls.local|com.vmware.vshield.edge.dto:1.0.0|36141|0|2019-07-17 07:11:45.905|2019-07-17 07:11:45.904
1563347505.908|cloud02-w3.stls.local|com.vmware.vshield.xvs.dto:1.0.0|36141|0|2019-07-17 07:11:45.909|2019-07-17 07:11:45.908
1563347505.909|cloud02-w3.stls.local|com.vmware.vshield.blueprint.dto:1.0.0|36141|0|2019-07-17 07:11:45.910|2019-07-17 07:11:45.909
1563347505.912|cloud02-w3.stls.local|com.vmware.vshield.app.dto:1.0.0|36141|0|2019-07-17 07:11:45.916|2019-07-17 07:11:45.912
1563347505.918|cloud02-w3.stls.local|com.vmware.vshield.endpointsecurity.dto:1.0.0|36141|0|2019-07-17 07:11:45.919|2019-07-17 07:11:45.918
1563347505.919|cloud02-w3.stls.local|com.vmware.vshield.sddc.dto:1.0.0|36141|0|2019-07-17 07:11:45.919|2019-07-17 07:11:45.919
1563347505.92|cloud02-w3.stls.local|com.caucho.hessian-osgi:4.0.7|36141|0|2019-07-17 07:11:45.920|2019-07-17 07:11:45.920
1563347505.921|cloud02-w3.stls.local|com.vmware.vshield.vsm.remoting.vsmclient:1.0.0|36141|0|2019-07-17 07:11:45.921|2019-07-17 07:11:45.921
1563347505.922|cloud02-w3.stls.local|com.vmware.vshield.plugin.common.service:5.1.0|36141|0|2019-07-17 07:11:46.067|2019-07-17 07:11:45.922
1563347506.067|cloud02-w3.stls.local|com.vmware.nsxv.html.nsxv-html:5.1.0|36141|0|2019-07-17 07:11:46.072|2019-07-17 07:11:46.067
1563347510.461|cloud02-w3.stls.local|com.vmware.vcenter.vlcm.vmodl:6.9.1.10000|36141|0|2019-07-17 07:11:50.463|2019-07-17 07:11:50.461
1563347510.463|cloud02-w3.stls.local|org.json:2.0.0|36141|0|2019-07-17 07:11:50.463|2019-07-17 07:11:50.463
1563347510.464|cloud02-w3.stls.local|com.vmware.vsphere.vmodl2.hvc:6.9.1.10000|36141|0|2019-07-17 07:11:50.464|2019-07-17 07:11:50.464
1563347510.465|cloud02-w3.stls.local|com.vmware.vropspluginui.vropsplugin-service:1.0.0|36141|0|2019-07-17 07:11:50.484|2019-07-17 07:11:50.465
1563347510.484|cloud02-w3.stls.local|com.vmware.vropspluginui.vropsplugin-ui:1.0.0|36141|0|2019-07-17 07:11:50.485|2019-07-17 07:11:50.484
1563347512.223|cloud02-w3.stls.local|com.vmware.vum.client.vapi-java-bindings:6.8.2|36141|0|2019-07-17 07:11:52.228|2019-07-17 07:11:52.223
1563347512.229|cloud02-w3.stls.local|com.vmware.vum.vmodl:6.1.0|36141|0|2019-07-17 07:11:52.230|2019-07-17 07:11:52.229
1563347512.231|cloud02-w3.stls.local|com.vmware.vum.client.vum-service:6.8.2|36141|0|2019-07-17 07:11:52.232|2019-07-17 07:11:52.231
1563347512.232|cloud02-w3.stls.local|com.vmware.vum.client.vum-connectivity:6.8.2|36141|0|2019-07-17 07:11:52.233|2019-07-17 07:11:52.232
1563347512.233|cloud02-w3.stls.local|com.vmware.vum.client.vum-ui:6.8.2|36141|0|2019-07-17 07:11:52.234|2019-07-17 07:11:52.233
1563347512.349|cloud02-w3.stls.local|com.vmware.esxlifecycle.client.esxlifecycle-service:6.8.2|36141|0|2019-07-17 07:11:52.350|2019-07-17 07:11:52.349
1563347512.35|cloud02-w3.stls.local|com.vmware.esxlifecycle.client.esxlifecycle-ui:6.8.2|36141|0|2019-07-17 07:11:52.351|2019-07-17 07:11:52.350
1563347513.87|cloud02-w3.stls.local|com.vmware.draasclientplugin.draasclientplugin-server:8.2.0|36141|0|2019-07-17 07:11:53.882|2019-07-17 07:11:53.870
1563347513.883|cloud02-w3.stls.local|com.vmware.draasclientplugin.draasclientplugin-ui:8.2.0|36141|0|2019-07-17 07:11:53.883|2019-07-17 07:11:53.883
